deal_qualilty,hyperlink,mile,name,object,other_attributes,price,self.year
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730771431/overview/,"55,442 mi.",2014 Mazda CX-5 Touring,,"Exterior Color: Red,Transmission: Automatic,Drivetrain: All Wheel Drive","$15,999",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730115142/overview/,"29,761 mi.",2014 Buick Encore Convenience,,"Exterior Color: Satin Steel Gray Metallic,Interior Color: Ebony,Transmission: 6-Speed Automatic,Drivetrain: FWD","$14,983",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730185169/overview/,"59,788 mi.",2014 Jeep Patriot Latitude,,"Exterior Color: Bright White Clearcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$14,785",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/728545473/overview/,"20,041 mi.",2014 Nissan Rogue SL,,"Exterior Color: Wh,Transmission: xtronic cvt automatic,Drivetrain: All Wheel Drive","$17,500",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726246676/overview/,"69,920 mi.",2014 Ford Explorer XLT,,"Exterior Color: Red,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$19,640",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/725087049/overview/,"45,422 mi.",2014 MINI Countryman Cooper S,,"Exterior Color: Royal Gray Metallic,Interior Color: Carbon Black,Transmission: 6-Speed Manual with Overdrive,Drivetrain: All Wheel Drive","$18,965",2014
NOT A GOOD DEAL,https://www.cars.com/vehicledetail/detail/729601834/overview/,"47,303 mi.",2014 Mazda CX-5 Touring,,"Exterior Color: Meteor Gray Mica,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$13,885",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/691047567/overview/,"52,081 mi.",2014 Jeep Grand Cherokee Laredo,,"Exterior Color: Blue,Interior Color: Black,Transmission: 8-Speed Automatic,Drivetrain: 4WD","$17,990",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730170696/overview/,"49,551 mi.",2014 Jeep Cherokee Latitude,,"Exterior Color: Gray,Transmission: 9-Speed Automatic,Drivetrain: 4WD","$16,396",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730091645/overview/,"39,790 mi.",2014 Kia Sportage EX,,"Exterior Color: Black Cherry,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$15,575",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/727814456/overview/,"39,189 mi.",2014 Hyundai Tucson SE,,"Exterior Color: Shadow Gray,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$16,909",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/729426994/overview/,"11,400 mi.",2014 Subaru Outback 2.5i,,"Exterior Color: Twilight Blue Metallic,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$19,575",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/724698466/overview/,"43,745 mi.",2014 Hyundai Santa Fe Sport 2.4L,,"Exterior Color: Cabo Bronze,Interior Color: Beige,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,777",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726322292/overview/,"40,630 mi.",2014 Nissan Rogue S,,"Exterior Color: Brilliant Silver,Interior Color: Charcoal,Transmission: 1-Speed CVT w/OD,Drivetrain: AWD","$13,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727025461/overview/,"107,260 mi.",2014 Jeep Grand Cherokee Limited,,"Exterior Color: Brilliant Black Crystal Pearlcoat,Transmission: Automatic,Drivetrain: Four Wheel Drive","$17,574",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/719839879/overview/,"120,004 mi.",2014 Jeep Wrangler Unlimited Sahara,,"Exterior Color: Bright White Clearcoat,Interior Color: Dark Saddle / Black,Transmission: 5-Speed Automatic,Drivetrain: 4WD","$18,770",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/727999532/overview/,"82,288 mi.",2014 Jeep Cherokee Trailhawk,,"Exterior Color: Bright White Clearcoat,Interior Color: Black,Transmission: 9-Speed Automatic,Drivetrain: 4WD","$17,787",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730583277/overview/,"87,322 mi.",2014 Jeep Patriot Latitude,,"Exterior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$11,958",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/728269645/overview/,"45,653 mi.",2014 Ford Flex SE,,"Exterior Color: Ingot Silver Metallic,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: FWD","$16,982",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/722349527/overview/,"110,332 mi.",2014 Ford Expedition Limited,,"Exterior Color: Tuxedo Black Metallic,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$19,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730234614/overview/,"20,949 mi.",2014 Jeep Cherokee Sport,,"Exterior Color: Deep Cherry Red Crystal Pearlcoat,Interior Color: Black,Transmission: 9-Speed Automatic w/OD,Drivetrain: FWD","$16,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/724149201/overview/,"74,918 mi.",2014 Mazda CX-5 Grand Touring,,"Exterior Color: Meteor Gray Mica,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$15,000",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730597292/overview/,"31,347 mi.",2014 Jeep Compass Latitude,,"Exterior Color: Black Clearcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$14,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730479832/overview/,"31,577 mi.",2014 Nissan Pathfinder S,,"Exterior Color: Moonlight White,Interior Color: Charcoal,Transmission: 1-Speed CVT w/OD,Drivetrain: 4WD","$17,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/711947260/overview/,"31,730 mi.",2014 Hyundai Santa Fe Sport 2.4L,,"Exterior Color: Moonstone Silver,Interior Color: Gray,Transmission: 6-Speed Automatic,Drivetrain: AWD","$18,000",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/724900559/overview/,"86,577 mi.",2014 Ford Escape SE,,"Exterior Color: Ingot Silver Metallic,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$11,776",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/721234597/overview/,"38,894 mi.",2014 Hyundai Santa Fe GLS,,"Exterior Color: Iron Frost,Interior Color: Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: All Wheel Drive","$19,670",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/725708272/overview/,"20,701 mi.",2014 Nissan Pathfinder S,,"Exterior Color: Arctic Blue Metallic,Interior Color: Charcoal,Transmission: 1-Speed CVT w/OD,Drivetrain: Four Wheel Drive","$19,494",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/717025203/overview/,"72,261 mi.",2014 Audi Q5 2.0T Premium Plus quattro,,"Exterior Color: Lava / Gray Pearl,Interior Color: Pistachio Beige,Transmission: 8-Speed Automatic,Drivetrain: AWD","$20,000",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/715060817/overview/,"35,638 mi.",2014 Subaru Outback 2.5i,,"Exterior Color: Ice Silver Metallic,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$17,900",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729260619/overview/,"18,350 mi.",2014 Nissan Rogue SV,,"Exterior Color: Midnight Jade,Interior Color: Almond,Transmission: Variable,Drivetrain: All Wheel Drive","$17,500",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/719045414/overview/,"58,303 mi.",2014 Nissan Murano SL,,"Exterior Color: Gun Metallic,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$17,788",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/710996114/overview/,"55,972 mi.",2014 Nissan Murano SL,,"Exterior Color: Graphite Blue Metallic,Interior Color: Black w/Leather Appointed Seat Trim,Transmission: CVT (Continuously Variable),Drivetrain: All Wheel Drive","$19,000",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/723997124/overview/,"42,535 mi.",2014 Nissan Murano SL,,"Exterior Color: Graphite Blue Metallic,Interior Color: Beige,Transmission: xtronic continuously variable (cvt),Drivetrain: All Wheel Drive","$18,996",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730461332/overview/,"89,879 mi.",2014 Ford Escape SE,,"Exterior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$10,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/724112925/overview/,"20,206 mi.",2014 Jeep Cherokee Latitude,,"Exterior Color: Gray,Interior Color: Black,Transmission: 9-SPEED A/T,Drivetrain: Four Wheel Drive","$15,695",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730792426/overview/,"78,847 mi.",2014 Nissan Rogue SV,,"Exterior Color: Gun Metallic,Transmission: Automatic CVT,Drivetrain: AWD","$13,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730159190/overview/,"67,112 mi.",2014 Hyundai Santa Fe Sport 2.4L,,"Exterior Color: Moonstone Silver,Interior Color: Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: AWD","$15,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730159075/overview/,"62,172 mi.",2014 Chevrolet Equinox 1LT,,"Exterior Color: Crystal Red Tintcoat,Interior Color: Jet Black,Transmission: 6-Speed Automatic,Drivetrain: FWD","$14,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/718823368/overview/,"60,349 mi.",2014 Jeep Cherokee Trailhawk,,"Exterior Color: Billet Silver Metallic Clearcoat,Interior Color: Black / Iceland Gray,Transmission: 9-Speed Automatic,Drivetrain: 4WD","$18,000",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/727403627/overview/,"76,218 mi.",2014 Subaru Outback 2.5i,,"Exterior Color: Satin White Pearl,Interior Color: Taupe,Transmission: Automatic CVT,Drivetrain: AWD","$15,853",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/727988199/overview/,"51,255 mi.",2014 Subaru Outback 2.5i Premium,,"Exterior Color: Satin White Pearl,Interior Color: Taupe,Transmission: Automatic CVT,Drivetrain: AWD","$17,234",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/729216151/overview/,"50,055 mi.",2014 Kia Sorento LX,,"Exterior Color: Snow White Pearl,Interior Color: Gray,Transmission: 6-Speed Automatic,Drivetrain: FWD","$13,949",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/727592991/overview/,"18,034 mi.",2014 Nissan Murano SV,,"Exterior Color: Brilliant Silver,Interior Color: Black,Transmission: Automatic CVT,Drivetrain: AWD","$18,555",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726517142/overview/,"44,771 mi.",2014 GMC Terrain SLE-1,,"Exterior Color: Silver Sky Metallic,Interior Color: Jet Black,Transmission: 6-Speed Automatic,Drivetrain: FWD","$15,695",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730083184/overview/,"27,884 mi.",2014 Toyota Venza LE,,"Exterior Color: Gray,Interior Color: Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: AWD","$18,599",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/724296082/overview/,"75,348 mi.",2014 Honda CR-V EX,,"Exterior Color: Blue,Interior Color: Beige,Transmission: 5-Speed Automatic w/OD,Drivetrain: AWD","$15,150",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/724978444/overview/,"23,741 mi.",2014 Jeep Compass Latitude,,"Exterior Color: Deep Cherry Red Crystal Pearlcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$15,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/723478180/overview/,"18,465 mi.",2014 Jeep Patriot Latitude,,"Exterior Color: Maximum Steel Metallic Clearcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$16,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/724787189/overview/,"35,446 mi.",2014 Jeep Patriot Latitude,,"Exterior Color: Granite Crystal Metallic Clearcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$15,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/725585558/overview/,"19,525 mi.",2014 Jeep Patriot Latitude,,"Exterior Color: Billet Silver Metallic Clearcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$16,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/722673817/overview/,"29,778 mi.",2014 Nissan Rogue SL,,"Exterior Color: Gun Metallic,Interior Color: Charcoal,Transmission: 1-Speed CVT w/OD,Drivetrain: AWD","$19,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/726124810/overview/,"26,038 mi.",2014 Jeep Compass Latitude,,"Exterior Color: Black Clearcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$15,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/724562461/overview/,"26,337 mi.",2014 Jeep Compass Latitude,,"Exterior Color: Black Clearcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$15,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/728796022/overview/,"28,826 mi.",2014 Jeep Compass Latitude,,"Exterior Color: True Blue Pearlcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$15,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727463349/overview/,"29,190 mi.",2014 Nissan Rogue SL,,"Exterior Color: Brilliant Silver,Interior Color: Charcoal,Transmission: 1-Speed CVT w/OD,Drivetrain: AWD","$19,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/726839708/overview/,"14,996 mi.",2014 Jeep Patriot Latitude,,"Exterior Color: Granite Crystal Metallic Clearcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$16,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727574638/overview/,"23,943 mi.",2014 Nissan Rogue SL,,"Exterior Color: Super Black,Interior Color: Charcoal,Transmission: 1-Speed CVT w/OD,Drivetrain: AWD","$19,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/714902061/overview/,"26,513 mi.",2014 Jeep Compass Latitude,,"Exterior Color: Black Clearcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$15,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/728230781/overview/,"34,977 mi.",2014 Jeep Compass Latitude,,"Exterior Color: Maximum Steel Metallic Clearcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$14,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/728950411/overview/,"31,249 mi.",2014 Jeep Patriot Latitude,,"Exterior Color: Black Clearcoat,Interior Color: Lt Pebble Beige/Dk Slate,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$15,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/723601006/overview/,"28,069 mi.",2014 Jeep Patriot Latitude,,"Exterior Color: True Blue Pearlcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$15,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/719641371/overview/,"36,779 mi.",2014 Honda CR-V EX-L,,"Exterior Color: Maroon,Interior Color: Gray Leather,Transmission: 5-Speed Automatic w/OD,Drivetrain: AWD","$19,495",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729078560/overview/,"36,752 mi.",2014 Jeep Compass Latitude,,"Exterior Color: True Blue Pearlcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$14,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/723601005/overview/,"29,330 mi.",2014 Jeep Patriot Latitude,,"Exterior Color: True Blue Pearlcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$15,495",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/727462870/overview/,"40,191 mi.",2014 Honda CR-V EX,,"Exterior Color: Basque Red Pearl Ii,Interior Color: Gray,Transmission: 5-Speed Automatic w/OD,Drivetrain: AWD","$17,998",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/727967293/overview/,"48,964 mi.",2014 GMC Terrain SLT-1,,"Exterior Color: Onyx Black,Interior Color: Jet Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$18,380",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730539169/overview/,"29,504 mi.",2014 Ford Edge SEL,,"Exterior Color: Gray,Interior Color: Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: AWD","$19,998",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/730418943/overview/,"29,159 mi.",2014 Ford Edge SEL,,"Exterior Color: Black,Interior Color: Black,Transmission: 6-Speed Automatic w/OD,Drivetrain: AWD","$19,998",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727654066/overview/,"46,524 mi.",2014 Honda CR-V EX-L,,"Exterior Color: Polished Metal Metallic,Interior Color: Gray,Transmission: 5-Speed Automatic,Drivetrain: AWD","$18,990",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/727110378/overview/,"43,320 mi.",2014 Ford Escape SE,,"Exterior Color: Ruby Red Tinted Clearcoat,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$15,998",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/725032253/overview/,"22,420 mi.",2014 Honda CR-V LX,,"Exterior Color: Crystal Black Pearl,Interior Color: Black,Transmission: 5-Speed Automatic,Drivetrain: AWD","$17,383",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/724745570/overview/,"99,888 mi.",2014 Ford Flex SE,,"Exterior Color: Ingot Silver Metallic,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: FWD","$11,380",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730234474/overview/,"13,899 mi.",2014 Jeep Compass Latitude,,"Exterior Color: True Blue Pearlcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic w/OD,Drivetrain: 4WD","$16,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/712015023/overview/,"51,197 mi.",2014 Nissan Rogue SV,,"Exterior Color: Super Black,Transmission: Automatic CVT,Drivetrain: AWD","$16,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730077969/overview/,"73,751 mi.",2014 Subaru Forester 2.5i,,"Exterior Color: Crystal Black Silica,Interior Color: Black,Transmission: lineartronic cvt,Drivetrain: All Wheel Drive","$13,995",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/705613063/overview/,"38,510 mi.",2014 Chevrolet Equinox 1LT,,"Transmission: 6-SPEED A/T,Drivetrain: All Wheel Drive","$16,629",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/729470658/overview/,"33,368 mi.",2014 Jeep Patriot Latitude,,"Exterior Color: Billet Silver Metallic Clearcoat,Interior Color: Dark Slate Gray,Transmission: 6-SPEED A/T,Drivetrain: Four Wheel Drive","$15,103",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730891511/overview/,"51,376 mi.",2014 Nissan Pathfinder SV,,"Exterior Color: Moonlight White,Interior Color: Dark Gray,Transmission: Automatic CVT,Drivetrain: 4WD","$18,600",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/728721287/overview/,"21,103 mi.",2014 Ford Escape Titanium,,"Exterior Color: Sterling Gray Metallic,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$16,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/729978610/overview/,"92,465 mi.",2014 Jeep Cherokee 4WD 4dr Latitude,,"Exterior Color: Anvil Clear Coat,Interior Color: Black,Transmission: 5-Speed Automatic,Drivetrain: Four Wheel Drive","$12,295",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/729978337/overview/,"59,687 mi.",2014 BMW X3 xDrive28i,,"Exterior Color: Black Sapphire Metallic,Interior Color: Black,Transmission: 8-Speed Automatic,Drivetrain: All Wheel Drive","$18,751",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729747153/overview/,"55,057 mi.",2014 Nissan Rogue SV,,"Exterior Color: Gold,Interior Color: Charcoal,Transmission: xtronic cvt automatic,Drivetrain: All Wheel Drive","$11,899",2014
NOT A GOOD DEAL,https://www.cars.com/vehicledetail/detail/724439856/overview/,"89,910 mi.",2014 Honda Pilot EX-L,,"Exterior Color: Black,Interior Color: Gray,Transmission: 5-Speed Automatic,Drivetrain: 4WD","$15,890",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/727332957/overview/,"45,651 mi.",2014 Ford Flex SEL,,"Exterior Color: White,Interior Color: Charcoal Black,Transmission: 6-SPEED A/T,Drivetrain: All Wheel Drive","$18,940",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/724389151/overview/,"21,706 mi.",2014 Honda CR-V EX,,"Exterior Color: White Diamond Pearl,Interior Color: Beige,Transmission: 5-Speed Automatic,Drivetrain: AWD","$18,621",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/729995500/overview/,"35,339 mi.",2014 Honda CR-V EX,,"Exterior Color: Polished Metal Metallic,Interior Color: Gray,Transmission: 5-Speed Automatic,Drivetrain: AWD","$17,954",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730028772/overview/,"35,555 mi.",2014 BMW X1 xDrive 28i,,"Exterior Color: Black,Interior Color: Coral Red / Gray Black,Transmission: 8-Speed Automatic,Drivetrain: AWD","$19,890",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/728860836/overview/,"26,149 mi.",2014 Nissan Murano SL,,"Exterior Color: Midnight Garnet,Interior Color: Beige,Transmission: Automatic CVT,Drivetrain: AWD","$17,994",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/728446197/overview/,"42,259 mi.",2014 Jeep Compass Latitude,,"Exterior Color: Bright White Clearcoat,Interior Color: Dark Slate Gray,Transmission: 6-Speed Automatic,Drivetrain: Front Wheel Drive","$12,532",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/725738302/overview/,"42,891 mi.",2014 Kia Sorento LX,,"Exterior Color: Satin Metal,Interior Color: Black,Transmission: 6-Speed Automatic with Sportmatic,Drivetrain: Front Wheel Drive","$16,886",2014
NOT A GOOD DEAL,https://www.cars.com/vehicledetail/detail/729416901/overview/,"55,094 mi.",2014 Hyundai Tucson Limited,,"Exterior Color: Garnet Red,Interior Color: Beige,Transmission: 6-SPEED A/T,Drivetrain: All Wheel Drive","$13,888",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/725474157/overview/,"45,850 mi.",2014 Jeep Cherokee Latitude,,"Exterior Color: Deep Cherry Red Crystal Pearlcoat,Interior Color: Black / Iceland Gray,Transmission: 9-Speed Automatic,Drivetrain: FWD","$15,991",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/728722684/overview/,"36,911 mi.",2014 Kia Sportage LX,,"Exterior Color: Bright Silver,Interior Color: Alpine Gray,Transmission: 6-Speed Automatic,Drivetrain: AWD","$15,245",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/724163991/overview/,"35,100 mi.",2014 Toyota RAV4 LE,,"Exterior Color: Pyrite Mica,Interior Color: Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$16,991",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730008447/overview/,"82,311 mi.",2014 Subaru Forester 2.5i Premium,,"Exterior Color: Crystal Black Silica,Interior Color: Dark Gray,Transmission: Automatic CVT,Drivetrain: AWD","$14,886",2014
NOT A GOOD DEAL,https://www.cars.com/vehicledetail/detail/728259761/overview/,"31,786 mi.",2014 Nissan Xterra S,,"Exterior Color: Brilliant Silver,Interior Color: Gray,Transmission: 5-SPEED A/T,Drivetrain: Four Wheel Drive","$19,999",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726132302/overview/,"28,019 mi.",2014 Chevrolet Equinox 1LT,,"Exterior Color: Champagne Silver,Interior Color: Jet Black,Transmission: 6-Speed Automatic,Drivetrain: FWD","$16,382",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/726393469/overview/,"39,229 mi.",2014 Chevrolet Equinox 1LT,,"Exterior Color: Black,Interior Color: Jet Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$17,849",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/720344579/overview/,"82,754 mi.",2014 Chevrolet Equinox 2LT,,"Exterior Color: Red,Interior Color: Jet Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$11,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730015111/overview/,"27,030 mi.",2014 Jeep Cherokee Latitude,,"Exterior Color: Billet Silver Metallic Clearcoat,Interior Color: Black,Transmission: 9-Speed Automatic,Drivetrain: FWD","$15,477",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/729451879/overview/,"47,659 mi.",2014 Nissan Rogue SL,,"Exterior Color: Gr,Transmission: xtronic cvt automatic,Drivetrain: All Wheel Drive","$15,999",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730180457/overview/,"51,867 mi.",2014 Jeep Cherokee Limited,,"Exterior Color: White,Interior Color: Black,Transmission: 9-SPEED A/T,Drivetrain: Four Wheel Drive","$17,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/729822462/overview/,"21,864 mi.",2014 MINI Countryman Cooper,,"Exterior Color: Red,Interior Color: Black,Transmission: 6-SPEED M/T,Drivetrain: All Wheel Drive","$19,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/719248585/overview/,"33,000 mi.",2014 Chevrolet Equinox LTZ,,"Exterior Color: Black Granite Metallic,Interior Color: Jet Black,Transmission: 6-Speed Automatic,Drivetrain: AWD","$19,995",2014
GOOD DEAL,https://www.cars.com/vehicledetail/detail/730408560/overview/,"37,088 mi.",2014 Ford Escape Titanium,,"Exterior Color: Sterling Gray Metallic,Interior Color: Charcoal Black,Transmission: 6-Speed Shiftable Automatic,Drivetrain: Four Wheel Drive","$19,598",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/714694129/overview/,"58,537 mi.",2014 Ford Escape SE,,"Exterior Color: Tuxedo Black Metallic,Interior Color: Medium Light Stone,Transmission: 6-Speed Automatic,Drivetrain: FWD","$13,741",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/719121881/overview/,"29,210 mi.",2014 Ford Edge SEL,,"Exterior Color: Mineral Gray Metallic,Interior Color: Medium Light Stone,Transmission: 6-Speed Automatic,Drivetrain: AWD","$19,999",2014
GREAT DEAL,https://www.cars.com/vehicledetail/detail/715185917/overview/,"36,500 mi.",2014 Ford Escape SE,,"Exterior Color: Oxford White,Interior Color: Charcoal Black,Transmission: 6-Speed Automatic,Drivetrain: 4WD","$15,999",2014
